OrderID,OrderDate,CustomerID,CustomerName,Region,SalesChannel,ProductID,ProductName,Category,BusinessLine,UnitPrice,Quantity,Discount,Revenue,Cost,Profit,CustomerTenureMonths,CustomerSegment,Industry,LastPurchaseDaysAgo
O003469,2025-03-01,C0130,Customer 130,China,Distributor,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,7,0.07,911.4,490,421.4,10,SME,Robotics,152
O003470,2023-07-06,C0178,Customer 178,China,Retail,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,8,0.12,985.6,560,425.6,85,SME,Smart Home,103
O003471,2025-12-27,C0079,Customer 079,Malaysia,Direct Sales,S001,Smart Home Controller,IoT Devices,Smart Devices,180,12,0.05,2052.0,1080,972.0,49,Enterprise,Medical Distributors,10
O003472,2024-07-03,C0022,Customer 022,China,Online,A001,Advanced PCB Board,Electronics,Autonomous,450,7,0.07,2929.5,1750,1179.5,47,Retail,Industrial Automation,57
O003473,2024-04-11,C0130,Customer 130,China,Online,A002,Control Unit Module,Electronics,Autonomous,780,6,0.09,4258.8,2520,1738.8,10,SME,Robotics,152
O003474,2024-01-27,C0144,Customer 144,China,Online,A002,Control Unit Module,Electronics,Autonomous,780,7,0.04,5241.6,2940,2301.6,12,SME,Hospital Systems,76
O003475,2024-11-17,C0077,Customer 077,Malaysia,Retail,S001,Smart Home Controller,IoT Devices,Smart Devices,180,7,0.02,1234.8,630,604.8,53,Retail,Automotive OEM,7
O003476,2025-05-18,C0128,Customer 128,Singapore,Distributor,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,8,0.06,714.4,360,354.4,40,Retail,Automotive OEM,28
O003477,2023-10-13,C0052,Customer 052,China,Online,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,10,0.05,1330.0,700,630.0,20,Enterprise,Technology,49
O003478,2025-01-10,C0043,Customer 043,Malaysia,Online,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,11,0.05,1463.0,770,693.0,32,SME,Technology,122
O003479,2025-08-05,C0134,Customer 134,Thailand,Distributor,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,13,0.04,3993.6,2210,1783.6,63,Enterprise,Industrial Automation,28
O003480,2024-08-19,C0147,Customer 147,Thailand,Distributor,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,5,0.05,451.25,225,226.25,35,SME,Technology,79
O003481,2024-11-21,C0051,Customer 051,Singapore,Retail,M003,Anesthesia Machine,Medical Equipment,Medical,25000,2,0.12,44000.0,30000,14000.0,50,Enterprise,Hospital Systems,68
O003482,2025-03-13,C0071,Customer 071,Malaysia,Online,A004,Robotics Motion Controller,Electronics,Autonomous,950,4,0.09,3458.0,2160,1298.0,21,SME,Smart Home,114
O003483,2025-07-29,C0065,Customer 065,Thailand,Online,S001,Smart Home Controller,IoT Devices,Smart Devices,180,4,0.04,691.2,360,331.2,86,SME,Hospital Systems,142
O003484,2023-05-28,C0159,Customer 159,Indonesia,Direct Sales,A001,Advanced PCB Board,Electronics,Autonomous,450,6,0.1,2430.0,1500,930.0,67,Retail,Robotics,98
O003485,2025-03-16,C0120,Customer 120,Malaysia,Direct Sales,M001,Surgical Light System,Medical Equipment,Medical,12000,3,0.1,32400.0,21000,11400.0,42,Enterprise,Industrial Automation,55
O003486,2024-06-05,C0061,Customer 061,Thailand,Retail,A004,Robotics Motion Controller,Electronics,Autonomous,950,2,0.09,1729.0,1080,649.0,2,SME,Medical Distributors,118
O003487,2024-07-21,C0117,Customer 117,China,Retail,S001,Smart Home Controller,IoT Devices,Smart Devices,180,13,0.05,2223.0,1170,1053.0,17,SME,Technology,160
O003488,2023-04-15,C0214,Customer 214,China,Retail,A003,Sensor Processing Unit,Electronics,Autonomous,620,6,0.07,3459.6,2100,1359.6,50,Retail,Robotics,124
O003489,2025-09-02,C0003,Customer 003,Singapore,Retail,A003,Sensor Processing Unit,Electronics,Autonomous,620,12,0.05,7068.0,4200,2868.0,30,Enterprise,Robotics,130
O003490,2023-10-14,C0003,Customer 003,Singapore,Direct Sales,M003,Anesthesia Machine,Medical Equipment,Medical,25000,1,0.12,22000.0,15000,7000.0,30,Enterprise,Robotics,130
O003491,2023-04-22,C0037,Customer 037,Malaysia,Direct Sales,M001,Surgical Light System,Medical Equipment,Medical,12000,1,0.05,11400.0,7000,4400.0,86,SME,Industrial Automation,167
O003492,2024-07-03,C0113,Customer 113,Singapore,Direct Sales,M003,Anesthesia Machine,Medical Equipment,Medical,25000,2,0.09,45500.0,30000,15500.0,62,Retail,Industrial Automation,2
O003493,2025-05-16,C0032,Customer 032,China,Direct Sales,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,2,0.17,14110.0,10000,4110.0,40,Enterprise,Consumer Electronics,62
O003494,2023-05-03,C0041,Customer 041,Singapore,Direct Sales,M001,Surgical Light System,Medical Equipment,Medical,12000,2,0.11,21360.0,14000,7360.0,43,Enterprise,Hospital Systems,19
O003495,2024-07-21,C0051,Customer 051,Singapore,Retail,A001,Advanced PCB Board,Electronics,Autonomous,450,7,0.04,3024.0,1750,1274.0,50,Enterprise,Hospital Systems,68
O003496,2024-03-27,C0171,Customer 171,Indonesia,Online,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,13,0.11,3702.4,2210,1492.4,77,SME,Medical Distributors,11
O003497,2024-12-25,C0100,Customer 100,China,Distributor,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,7,0.03,57715.0,35000,22715.0,19,SME,Robotics,168
O003498,2024-10-10,C0101,Customer 101,Singapore,Distributor,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,4,0.09,30940.0,20000,10940.0,55,Retail,Medical Distributors,57
O003499,2025-02-23,C0083,Customer 083,Indonesia,Direct Sales,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,1,0.1,7650.0,5000,2650.0,4,SME,Consumer Electronics,30
O003500,2023-07-06,C0110,Customer 110,Malaysia,Online,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,5,0.1,1440.0,850,590.0,91,SME,Automotive OEM,55
O003501,2023-09-13,C0149,Customer 149,Indonesia,Distributor,M002,Operating Table,Medical Equipment,Medical,18000,2,0.09,32760.0,22000,10760.0,25,Retail,Automotive OEM,56
O003502,2024-03-28,C0103,Customer 103,Malaysia,Retail,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,2,0.07,15810.0,10000,5810.0,59,Retail,Medical Distributors,35
O003503,2023-12-22,C0085,Customer 085,Indonesia,Online,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,2,0.04,16320.0,10000,6320.0,56,SME,Consumer Electronics,156
O003504,2024-05-04,C0067,Customer 067,Singapore,Online,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,6,0.03,552.9,270,282.9,35,Retail,Automotive OEM,73
O003505,2025-03-02,C0152,Customer 152,Indonesia,Distributor,A004,Robotics Motion Controller,Electronics,Autonomous,950,2,0.07,1767.0,1080,687.0,7,Enterprise,Hospital Systems,142
O003506,2023-06-17,C0084,Customer 084,Thailand,Retail,A003,Sensor Processing Unit,Electronics,Autonomous,620,5,0.06,2914.0,1750,1164.0,5,Enterprise,Smart Home,28
O003507,2025-02-26,C0024,Customer 024,Malaysia,Retail,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,10,0.03,3104.0,1700,1404.0,77,SME,Industrial Automation,17
O003508,2024-07-10,C0029,Customer 029,Indonesia,Retail,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,2,0.06,15980.0,10000,5980.0,81,Retail,Medical Distributors,77
O003509,2025-12-09,C0146,Customer 146,Indonesia,Online,A002,Control Unit Module,Electronics,Autonomous,780,2,0.02,1528.8,840,688.8,55,SME,Consumer Electronics,141
O003510,2025-11-05,C0066,Customer 066,Thailand,Retail,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,10,0.07,2976.0,1700,1276.0,18,Retail,Medical Distributors,68
O003511,2024-02-25,C0167,Customer 167,Malaysia,Distributor,A002,Control Unit Module,Electronics,Autonomous,780,6,0.12,4118.4,2520,1598.4,83,SME,Robotics,39
O003512,2025-02-12,C0090,Customer 090,China,Retail,M003,Anesthesia Machine,Medical Equipment,Medical,25000,3,0.1,67500.0,45000,22500.0,71,Enterprise,Smart Home,33
O003513,2024-10-05,C0074,Customer 074,Malaysia,Retail,A002,Control Unit Module,Electronics,Autonomous,780,4,0.04,2995.2,1680,1315.2,40,SME,Hospital Systems,94
O003514,2024-08-18,C0067,Customer 067,Singapore,Retail,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,1,0.07,7905.0,5000,2905.0,35,Retail,Automotive OEM,73
O003515,2025-08-19,C0118,Customer 118,Indonesia,Distributor,M001,Surgical Light System,Medical Equipment,Medical,12000,4,0.14,41280.0,28000,13280.0,76,Enterprise,Industrial Automation,145
O003516,2023-05-13,C0211,Customer 211,Thailand,Direct Sales,A004,Robotics Motion Controller,Electronics,Autonomous,950,11,0.05,9927.5,5940,3987.5,60,SME,Hospital Systems,74
O003517,2024-12-07,C0129,Customer 129,Indonesia,Retail,A002,Control Unit Module,Electronics,Autonomous,780,5,0.02,3822.0,2100,1722.0,74,Enterprise,Smart Home,174
O003518,2025-06-12,C0121,Customer 121,China,Retail,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,6,0.11,747.6,420,327.6,36,Enterprise,Industrial Automation,108
O003519,2023-07-03,C0219,Customer 219,Malaysia,Online,A003,Sensor Processing Unit,Electronics,Autonomous,620,6,0.05,3534.0,2100,1434.0,87,SME,Smart Home,169
O003520,2024-07-05,C0058,Customer 058,Singapore,Online,A002,Control Unit Module,Electronics,Autonomous,780,5,0.06,3666.0,2100,1566.0,85,SME,Industrial Automation,150
O003521,2023-12-12,C0107,Customer 107,Indonesia,Distributor,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,2,0.09,15470.0,10000,5470.0,36,SME,Robotics,113
O003522,2025-02-20,C0016,Customer 016,Malaysia,Direct Sales,A002,Control Unit Module,Electronics,Autonomous,780,8,0.08,5740.8,3360,2380.8,82,SME,Smart Home,177
O003523,2023-07-04,C0172,Customer 172,China,Distributor,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,5,0.04,672.0,350,322.0,4,SME,Smart Home,24
O003524,2023-04-13,C0112,Customer 112,China,Direct Sales,A001,Advanced PCB Board,Electronics,Autonomous,450,6,0.06,2538.0,1500,1038.0,50,Enterprise,Industrial Automation,150
O003525,2024-06-06,C0078,Customer 078,Malaysia,Distributor,A004,Robotics Motion Controller,Electronics,Autonomous,950,8,0.08,6992.0,4320,2672.0,53,SME,Consumer Electronics,172
O003526,2025-06-11,C0049,Customer 049,Indonesia,Distributor,A001,Advanced PCB Board,Electronics,Autonomous,450,5,0.07,2092.5,1250,842.5,12,Enterprise,Hospital Systems,61
O003527,2024-09-30,C0211,Customer 211,Thailand,Direct Sales,M003,Anesthesia Machine,Medical Equipment,Medical,25000,2,0.05,47500.0,30000,17500.0,60,SME,Hospital Systems,74
O003528,2023-07-08,C0021,Customer 021,Malaysia,Direct Sales,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,6,0.08,1766.4,1020,746.4,96,Enterprise,Smart Home,150
O003529,2023-12-27,C0203,Customer 203,China,Retail,A001,Advanced PCB Board,Electronics,Autonomous,450,5,0.1,2025.0,1250,775.0,80,Retail,Hospital Systems,18
O003530,2023-12-10,C0079,Customer 079,Malaysia,Direct Sales,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,1,0.16,7140.0,5000,2140.0,49,Enterprise,Medical Distributors,10
O003531,2024-02-05,C0057,Customer 057,Malaysia,Direct Sales,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,8,0.04,2457.6,1360,1097.6,75,SME,Robotics,153
O003532,2023-07-27,C0007,Customer 007,Thailand,Distributor,A001,Advanced PCB Board,Electronics,Autonomous,450,4,0.1,1620.0,1000,620.0,44,Enterprise,Robotics,27
O003533,2025-08-05,C0192,Customer 192,Indonesia,Online,S001,Smart Home Controller,IoT Devices,Smart Devices,180,10,0.1,1620.0,900,720.0,20,SME,Technology,115
O003534,2023-11-09,C0192,Customer 192,Indonesia,Distributor,S001,Smart Home Controller,IoT Devices,Smart Devices,180,7,0.05,1197.0,630,567.0,20,SME,Technology,115
O003535,2023-01-18,C0184,Customer 184,China,Distributor,A002,Control Unit Module,Electronics,Autonomous,780,3,0.13,2035.8,1260,775.8,91,Enterprise,Robotics,41
O003536,2025-11-17,C0109,Customer 109,Thailand,Direct Sales,M001,Surgical Light System,Medical Equipment,Medical,12000,1,0.06,11280.0,7000,4280.0,18,Retail,Medical Distributors,39
O003537,2023-12-09,C0105,Customer 105,Indonesia,Retail,M001,Surgical Light System,Medical Equipment,Medical,12000,2,0.04,23040.0,14000,9040.0,21,SME,Technology,122
O003538,2023-09-28,C0162,Customer 162,Malaysia,Online,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,1,0.07,7905.0,5000,2905.0,85,SME,Smart Home,21
O003539,2024-07-25,C0154,Customer 154,Singapore,Distributor,A004,Robotics Motion Controller,Electronics,Autonomous,950,3,0.1,2565.0,1620,945.0,61,Retail,Smart Home,123
O003540,2023-08-14,C0088,Customer 088,Singapore,Distributor,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,8,0.01,1108.8,560,548.8,80,Retail,Consumer Electronics,81
O003541,2023-03-28,C0211,Customer 211,Thailand,Retail,M002,Operating Table,Medical Equipment,Medical,18000,1,0.04,17280.0,11000,6280.0,60,SME,Hospital Systems,74
O003542,2024-08-11,C0210,Customer 210,Malaysia,Retail,A004,Robotics Motion Controller,Electronics,Autonomous,950,4,0.07,3534.0,2160,1374.0,30,SME,Automotive OEM,119
O003543,2025-03-19,C0109,Customer 109,Thailand,Retail,S001,Smart Home Controller,IoT Devices,Smart Devices,180,8,0.07,1339.2,720,619.2,18,Retail,Medical Distributors,39
O003544,2025-08-13,C0048,Customer 048,Malaysia,Online,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,4,0.1,342.0,180,162.0,10,Enterprise,Robotics,114
O003545,2025-04-09,C0055,Customer 055,China,Retail,A001,Advanced PCB Board,Electronics,Autonomous,450,8,0.03,3492.0,2000,1492.0,8,SME,Automotive OEM,131
O003546,2025-10-20,C0037,Customer 037,Malaysia,Direct Sales,M003,Anesthesia Machine,Medical Equipment,Medical,25000,1,0.04,24000.0,15000,9000.0,86,SME,Industrial Automation,167
O003547,2025-01-22,C0019,Customer 019,Malaysia,Direct Sales,A001,Advanced PCB Board,Electronics,Autonomous,450,8,0.07,3348.0,2000,1348.0,28,Retail,Consumer Electronics,168
O003548,2025-04-24,C0123,Customer 123,Singapore,Retail,A003,Sensor Processing Unit,Electronics,Autonomous,620,2,0.04,1190.4,700,490.4,29,Retail,Consumer Electronics,167
O003549,2023-02-18,C0106,Customer 106,China,Retail,A002,Control Unit Module,Electronics,Autonomous,780,6,0.04,4492.8,2520,1972.8,82,Enterprise,Robotics,71
O003550,2023-02-02,C0184,Customer 184,China,Retail,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,2,0.16,14280.0,10000,4280.0,91,Enterprise,Robotics,41
O003551,2023-10-29,C0136,Customer 136,China,Distributor,A004,Robotics Motion Controller,Electronics,Autonomous,950,8,0.11,6764.0,4320,2444.0,79,Enterprise,Smart Home,138
O003552,2024-09-10,C0109,Customer 109,Thailand,Distributor,A003,Sensor Processing Unit,Electronics,Autonomous,620,3,0.06,1748.4,1050,698.4,18,Retail,Medical Distributors,39
O003553,2024-04-10,C0035,Customer 035,China,Online,A004,Robotics Motion Controller,Electronics,Autonomous,950,4,0.06,3572.0,2160,1412.0,34,Retail,Automotive OEM,136
O003554,2025-08-13,C0027,Customer 027,Indonesia,Retail,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,13,0.03,1765.4,910,855.4,15,Retail,Consumer Electronics,76
O003555,2024-02-24,C0154,Customer 154,Singapore,Distributor,A004,Robotics Motion Controller,Electronics,Autonomous,950,5,0.09,4322.5,2700,1622.5,61,Retail,Smart Home,123
O003556,2023-04-16,C0035,Customer 035,China,Distributor,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,2,0.09,15470.0,10000,5470.0,34,Retail,Automotive OEM,136
O003557,2023-07-27,C0091,Customer 091,Malaysia,Online,A001,Advanced PCB Board,Electronics,Autonomous,450,5,0.02,2205.0,1250,955.0,87,SME,Industrial Automation,45
O003558,2025-08-10,C0077,Customer 077,Malaysia,Retail,A003,Sensor Processing Unit,Electronics,Autonomous,620,1,0.03,601.4,350,251.4,53,Retail,Automotive OEM,7
O003559,2024-08-25,C0022,Customer 022,China,Retail,A002,Control Unit Module,Electronics,Autonomous,780,5,0.02,3822.0,2100,1722.0,47,Retail,Industrial Automation,57
O003560,2025-09-08,C0030,Customer 030,Indonesia,Online,M002,Operating Table,Medical Equipment,Medical,18000,2,0.05,34200.0,22000,12200.0,48,SME,Automotive OEM,42
O003561,2024-09-27,C0083,Customer 083,Indonesia,Distributor,S001,Smart Home Controller,IoT Devices,Smart Devices,180,9,0.03,1571.4,810,761.4,4,SME,Consumer Electronics,30
O003562,2023-07-27,C0068,Customer 068,Indonesia,Online,M003,Anesthesia Machine,Medical Equipment,Medical,25000,2,0.09,45500.0,30000,15500.0,27,Enterprise,Consumer Electronics,176
O003563,2025-11-09,C0051,Customer 051,Singapore,Online,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,2,0.08,15640.0,10000,5640.0,50,Enterprise,Hospital Systems,68
O003564,2025-04-06,C0179,Customer 179,Indonesia,Retail,A002,Control Unit Module,Electronics,Autonomous,780,6,0.05,4446.0,2520,1926.0,41,Enterprise,Medical Distributors,65
O003565,2024-10-30,C0021,Customer 021,Malaysia,Online,A001,Advanced PCB Board,Electronics,Autonomous,450,7,0.02,3087.0,1750,1337.0,96,Enterprise,Smart Home,150
O003566,2025-11-24,C0140,Customer 140,China,Direct Sales,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,5,0.07,1488.0,850,638.0,63,Retail,Automotive OEM,55
O003567,2025-09-25,C0190,Customer 190,Malaysia,Direct Sales,A003,Sensor Processing Unit,Electronics,Autonomous,620,6,0.07,3459.6,2100,1359.6,54,Retail,Smart Home,88
O003568,2025-11-02,C0184,Customer 184,China,Distributor,M002,Operating Table,Medical Equipment,Medical,18000,2,0.17,29880.0,22000,7880.0,91,Enterprise,Robotics,41
O003569,2025-02-12,C0189,Customer 189,Indonesia,Retail,A002,Control Unit Module,Electronics,Autonomous,780,5,0.08,3588.0,2100,1488.0,77,Enterprise,Robotics,131
O003570,2024-07-01,C0191,Customer 191,Indonesia,Distributor,M003,Anesthesia Machine,Medical Equipment,Medical,25000,1,0.16,21000.0,15000,6000.0,37,Enterprise,Hospital Systems,77
O003571,2024-02-07,C0213,Customer 213,Thailand,Retail,M002,Operating Table,Medical Equipment,Medical,18000,2,0.05,34200.0,22000,12200.0,89,SME,Industrial Automation,65
O003572,2024-03-27,C0016,Customer 016,Malaysia,Direct Sales,M001,Surgical Light System,Medical Equipment,Medical,12000,3,0.05,34200.0,21000,13200.0,82,SME,Smart Home,177
O003573,2023-09-30,C0063,Customer 063,Malaysia,Retail,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,2,0.07,15810.0,10000,5810.0,45,SME,Automotive OEM,18
O003574,2025-05-05,C0038,Customer 038,Thailand,Retail,M003,Anesthesia Machine,Medical Equipment,Medical,25000,2,0.07,46500.0,30000,16500.0,16,SME,Technology,64
O003575,2024-06-06,C0124,Customer 124,Singapore,Direct Sales,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,2,0.1,15300.0,10000,5300.0,4,Retail,Hospital Systems,64
O003576,2023-12-01,C0173,Customer 173,Malaysia,Online,M001,Surgical Light System,Medical Equipment,Medical,12000,1,0.08,11040.0,7000,4040.0,87,Retail,Hospital Systems,69
O003577,2023-05-16,C0219,Customer 219,Malaysia,Retail,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,4,0.09,30940.0,20000,10940.0,87,SME,Smart Home,169
O003578,2023-12-06,C0213,Customer 213,Thailand,Retail,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,5,0.04,456.0,225,231.0,89,SME,Industrial Automation,65
O003579,2025-07-30,C0054,Customer 054,Singapore,Online,A002,Control Unit Module,Electronics,Autonomous,780,6,0.09,4258.8,2520,1738.8,7,SME,Hospital Systems,150
O003580,2024-06-12,C0160,Customer 160,China,Online,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,7,0.05,2128.0,1190,938.0,76,Retail,Smart Home,110
O003581,2024-10-30,C0208,Customer 208,Indonesia,Distributor,S001,Smart Home Controller,IoT Devices,Smart Devices,180,10,0.09,1638.0,900,738.0,22,SME,Automotive OEM,45
O003582,2025-12-01,C0066,Customer 066,Thailand,Online,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,10,0.06,893.0,450,443.0,18,Retail,Medical Distributors,68
O003583,2024-05-17,C0198,Customer 198,Indonesia,Direct Sales,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,1,0.12,7480.0,5000,2480.0,57,Enterprise,Medical Distributors,26
O003584,2024-07-11,C0089,Customer 089,Singapore,Online,A002,Control Unit Module,Electronics,Autonomous,780,5,0.06,3666.0,2100,1566.0,65,SME,Smart Home,80
O003585,2025-04-08,C0210,Customer 210,Malaysia,Online,M001,Surgical Light System,Medical Equipment,Medical,12000,1,0.09,10920.0,7000,3920.0,30,SME,Automotive OEM,119
O003586,2024-06-11,C0216,Customer 216,Thailand,Distributor,M002,Operating Table,Medical Equipment,Medical,18000,1,0.14,15480.0,11000,4480.0,36,Enterprise,Industrial Automation,3
O003587,2024-03-24,C0103,Customer 103,Malaysia,Retail,M004,Patient Monitoring Module,Medical Equipment,Medical,8500,1,0.09,7735.0,5000,2735.0,59,Retail,Medical Distributors,35
O003588,2023-07-21,C0008,Customer 008,Singapore,Online,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,7,0.07,911.4,490,421.4,45,SME,Consumer Electronics,155
O003589,2025-03-29,C0016,Customer 016,Malaysia,Online,A003,Sensor Processing Unit,Electronics,Autonomous,620,2,0.04,1190.4,700,490.4,82,SME,Smart Home,177
O003590,2024-05-11,C0031,Customer 031,Indonesia,Retail,M003,Anesthesia Machine,Medical Equipment,Medical,25000,2,0.1,45000.0,30000,15000.0,77,Retail,Hospital Systems,83
O003591,2023-05-16,C0124,Customer 124,Singapore,Direct Sales,A002,Control Unit Module,Electronics,Autonomous,780,3,0.05,2223.0,1260,963.0,4,Retail,Hospital Systems,64
O003592,2025-06-04,C0002,Customer 002,Malaysia,Retail,M003,Anesthesia Machine,Medical Equipment,Medical,25000,1,0.06,23500.0,15000,8500.0,76,SME,Medical Distributors,109
O003593,2023-03-04,C0078,Customer 078,Malaysia,Online,A002,Control Unit Module,Electronics,Autonomous,780,8,0.03,6052.8,3360,2692.8,53,SME,Consumer Electronics,172
O003594,2024-04-27,C0082,Customer 082,Thailand,Retail,A004,Robotics Motion Controller,Electronics,Autonomous,950,5,0.09,4322.5,2700,1622.5,45,Retail,Smart Home,165
O003595,2025-03-22,C0192,Customer 192,Indonesia,Distributor,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,5,0.07,1488.0,850,638.0,20,SME,Technology,115
O003596,2024-04-26,C0087,Customer 087,China,Distributor,A001,Advanced PCB Board,Electronics,Autonomous,450,5,0.11,2002.5,1250,752.5,47,Enterprise,Robotics,111
O003597,2023-12-04,C0091,Customer 091,Malaysia,Distributor,A002,Control Unit Module,Electronics,Autonomous,780,6,0.11,4165.2,2520,1645.2,87,SME,Industrial Automation,45
O003598,2025-02-10,C0175,Customer 175,China,Direct Sales,M002,Operating Table,Medical Equipment,Medical,18000,3,0.04,51840.0,33000,18840.0,75,Retail,Automotive OEM,112
O003599,2023-01-18,C0058,Customer 058,Singapore,Retail,M003,Anesthesia Machine,Medical Equipment,Medical,25000,2,0.06,47000.0,30000,17000.0,85,SME,Industrial Automation,150
O003600,2023-07-09,C0035,Customer 035,China,Distributor,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,10,0.08,1288.0,700,588.0,34,Retail,Automotive OEM,136
O003601,2023-01-05,C0144,Customer 144,China,Distributor,A004,Robotics Motion Controller,Electronics,Autonomous,950,5,0.05,4512.5,2700,1812.5,12,SME,Hospital Systems,76
O003602,2024-08-19,C0011,Customer 011,Thailand,Online,A002,Control Unit Module,Electronics,Autonomous,780,4,0.07,2901.6,1680,1221.6,6,SME,Medical Distributors,170
O003603,2023-06-29,C0159,Customer 159,Indonesia,Distributor,M001,Surgical Light System,Medical Equipment,Medical,12000,1,0.09,10920.0,7000,3920.0,67,Retail,Robotics,98
O003604,2024-11-07,C0039,Customer 039,Malaysia,Direct Sales,M002,Operating Table,Medical Equipment,Medical,18000,2,0.18,29520.0,22000,7520.0,76,Enterprise,Hospital Systems,142
O003605,2023-06-18,C0083,Customer 083,Indonesia,Direct Sales,M001,Surgical Light System,Medical Equipment,Medical,12000,2,0.09,21840.0,14000,7840.0,4,SME,Consumer Electronics,30
O003606,2024-01-29,C0111,Customer 111,Singapore,Retail,M003,Anesthesia Machine,Medical Equipment,Medical,25000,2,0.09,45500.0,30000,15500.0,70,SME,Consumer Electronics,120
O003607,2025-10-01,C0022,Customer 022,China,Online,M002,Operating Table,Medical Equipment,Medical,18000,2,0.07,33480.0,22000,11480.0,47,Retail,Industrial Automation,57
O003608,2025-12-13,C0181,Customer 181,Indonesia,Online,M002,Operating Table,Medical Equipment,Medical,18000,2,0.04,34560.0,22000,12560.0,25,SME,Hospital Systems,133
O003609,2025-08-04,C0129,Customer 129,Indonesia,Online,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,9,0.04,2764.8,1530,1234.8,74,Enterprise,Smart Home,174
O003610,2025-11-20,C0218,Customer 218,Thailand,Retail,M002,Operating Table,Medical Equipment,Medical,18000,1,0.07,16740.0,11000,5740.0,78,Retail,Robotics,91
O003611,2024-08-04,C0033,Customer 033,Singapore,Retail,M001,Surgical Light System,Medical Equipment,Medical,12000,3,0.17,29880.0,21000,8880.0,11,Enterprise,Medical Distributors,125
O003612,2023-11-30,C0034,Customer 034,Singapore,Retail,S004,Smart Lock Control Board,IoT Devices,Smart Devices,140,12,0.06,1579.2,840,739.2,17,Retail,Automotive OEM,169
O003613,2025-01-04,C0023,Customer 023,Malaysia,Online,S001,Smart Home Controller,IoT Devices,Smart Devices,180,5,0.06,846.0,450,396.0,7,SME,Medical Distributors,29
O003614,2025-04-01,C0032,Customer 032,China,Distributor,A003,Sensor Processing Unit,Electronics,Autonomous,620,7,0.13,3775.8,2450,1325.8,40,Enterprise,Consumer Electronics,62
O003615,2024-09-25,C0113,Customer 113,Singapore,Online,S003,Wireless Sensor Node,IoT Devices,Smart Devices,95,10,0.02,931.0,450,481.0,62,Retail,Industrial Automation,2
O003616,2025-08-02,C0125,Customer 125,Malaysia,Distributor,M003,Anesthesia Machine,Medical Equipment,Medical,25000,2,0.03,48500.0,30000,18500.0,31,Retail,Automotive OEM,33
O003617,2023-05-01,C0132,Customer 132,Singapore,Direct Sales,S002,Drone Navigation Module,IoT Devices,Smart Devices,320,7,0.01,2217.6,1190,1027.6,45,Retail,Hospital Systems,137
O003618,2025-07-08,C0135,Customer 135,China,Distributor,M003,Anesthesia Machine,Medical Equipment,Medical,25000,2,0.08,46000.0,30000,16000.0,91,Retail,Technology,40
O003619,2024-08-01,C0122,Customer 122,Thailand,Online,A002,Control Unit Module,Electronics,Autonomous,780,5,0.07,3627.0,2100,1527.0,3,Retail,Technology,139
O003620,2025-09-13,C0034,Customer 034,Singapore,Retail,A003,Sensor Processing Unit,Electronics,Autonomous,620,9,0.03,5412.6,3150,2262.6,17,Retail,Automotive OEM,169
